system:index,area,ecoregion,pixelValue,variable,.geo
0_17_1059,0.08532247924804688,18,111047,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1060,0.6885937866210937,18,111048,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1061,0.685264617919922,18,111103,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1062,0.1705608581542969,18,111104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1063,11.132929583740234,18,111109,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1064,9.68730912475586,18,111111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1065,129.1406092468262,18,111115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1066,0.1686470458984375,18,111120,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1067,489.5665821411136,18,111121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1068,0.6010964355468751,18,111124,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1069,12.25196669921875,18,111125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1070,56.79587681274414,18,111133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1071,0.34242449951171877,18,111139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1072,5.642555346679687,18,111141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1073,0.7746743530273437,18,111148,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1074,1.633376959228516,18,111203,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1075,0.2569585388183594,18,111204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1076,24.017521582031264,18,111209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1077,7.809639080810547,18,111211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1078,0.3431736267089844,18,111212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1079,108.70091087036133,18,111215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1080,0.4216256286621094,18,111220,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1081,377.621924017334,18,111221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1082,0.1714166015625,18,111224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1083,13.952581756591798,18,111225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1084,41.23341689453124,18,111233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1085,0.0864845947265625,18,111239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1086,3.6005395751953126,18,111241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1087,0.938542315673828,18,111247,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1088,0.5112819824218751,18,111303,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1089,0.3437969177246094,18,111304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1090,7.7336027526855515,18,111309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1091,7.957971520996094,18,111311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1092,0.17100234375,18,111312,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1093,110.49284042358404,18,111315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1094,0.5059806579589843,18,111320,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1095,380.0253044860839,18,111321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1096,5.8323067321777335,18,111325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1097,44.62413546752928,18,111333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1098,0.17220216064453125,18,111339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1099,6.343708666992189,18,111341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1100,0.8529088134765623,18,111347,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1101,0.5125801147460938,18,111403,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1102,0.08581552734375,18,111404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1103,2.9090899841308593,18,111409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1104,8.901584893798828,18,111411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1105,0.17121964111328125,18,111412,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1106,125.50046115112306,18,111415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1107,0.42163088378906244,18,111420,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1108,348.3579027770994,18,111421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1109,0.3421896057128906,18,111424,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1110,8.740060961914066,18,111425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1111,36.159435052490245,18,111433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1112,0.25817193603515626,18,111439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1113,2.30949423828125,18,111441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1114,0.6848718994140625,18,111503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1115,0.6017194396972656,18,111504,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1116,2.816393194580078,18,111509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1117,5.478261840820312,18,111511,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1118,125.33232413940429,18,111515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1119,0.8432512634277343,18,111520,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1120,323.1252528991698,18,111521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1121,0.17179407958984377,18,111524,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1122,8.058730505371095,18,111525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1123,21.25462091674805,18,111533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1124,0.8589132324218751,18,111539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1125,4.79305244140625,18,111541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1126,0.08556436157226563,18,111603,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1127,0.346005029296875,18,111604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1128,1.4637244750976564,18,111609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1129,3.510206072998047,18,111611,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1130,166.967433770752,18,111615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1131,391.381661315918,18,111621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1132,0.25792675781249996,18,111624,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1133,7.405595599365233,18,111625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1134,17.75555280151367,18,111633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1135,0.2562271789550781,18,111639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1136,1.6247747680664062,18,111641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1137,0.8571002075195313,18,111703,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1138,1.1178495178222656,18,111704,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1139,24.73138828125001,18,111709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1140,2.7433334960937503,18,111711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1141,0.5142361999511719,18,111712,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1142,114.50961574707037,18,111715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1143,277.42634871215824,18,111721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1144,0.34345748901367185,18,111724,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1145,8.938878747558594,18,111725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1146,12.934301751708984,18,111733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1147,2.2327191345214836,18,111739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1148,2.139835986328125,18,111741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1149,0.5997598937988282,18,111803,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1150,0.8568960205078124,18,111804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1151,31.6676793395996,18,111809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1152,5.901448455810549,18,111811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1153,0.16934583129882813,18,111812,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1154,160.85447025756832,18,111815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1155,390.5018402587891,18,111821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1156,0.171828955078125,18,111824,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1157,10.554902856445315,18,111825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1158,18.101222680664065,18,111833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1159,0.9435504882812501,18,111839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1160,1.7960423889160155,18,111841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1161,0.5129600952148438,18,111903,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1162,0.4312314514160156,18,111904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1163,17.586104614257817,18,111909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1164,2.4815707153320314,18,111911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1165,0.08588428344726562,18,111912,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1166,116.83014028320319,18,111915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1167,0.4216235595703125,18,111920,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1168,322.5919567260742,18,111921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1169,4.269769781494141,18,111925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1170,5.644035247802734,18,111933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1171,1.112202294921875,18,111939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1172,1.6235137512207032,18,111941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1173,39.01396286621091,18,112009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1174,0.42999011230468753,18,112011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1175,113.95911513671874,18,112015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1176,299.8662894042969,18,112021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1177,0.17181761474609375,18,112024,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1178,4.021181317138671,18,112025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1179,7.552359759521485,18,112033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1180,0.7691410827636718,18,112039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1181,3.4194738342285156,18,112041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1182,0.17022888793945312,18,112103,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1183,0.25751829833984374,18,112104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1184,29.4084966003418,18,112109,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1185,0.7685069152832031,18,112111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1186,106.76707000122067,18,112115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1187,305.1401862304689,18,112121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1188,12.774717169189453,18,112125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1189,19.121300555419918,18,112133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1190,0.8589707580566406,18,112139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1191,1.4547452148437499,18,112141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1192,2.7405927795410157,18,112203,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1193,0.8586926208496093,18,112204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1194,4.593546832275392,18,112209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1195,12.396695739746093,18,112211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1196,0.25776834716796876,18,112212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1197,130.28854229125974,18,112215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1198,324.05385892944315,18,112221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1199,0.08570767822265625,18,112224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1200,4.628036846923828,18,112225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1201,73.5323765869141,18,112233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1202,0.9403726135253906,18,112239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1203,0.598877197265625,18,112241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1204,0.343216259765625,18,112303,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1205,0.257887744140625,18,112304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1206,3.3530758422851568,18,112309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1207,3.4978357238769537,18,112311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1208,96.33392872314454,18,112315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1209,231.0015177612304,18,112321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1210,0.08568672485351563,18,112324,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1211,1.9705507507324216,18,112325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1212,18.189480291748048,18,112333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1213,0.17082484741210938,18,112339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1214,1.0276521301269532,18,112341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1215,0.43054766845703124,18,112403,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1216,0.08589051513671875,18,112404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1217,5.316618927001953,18,112409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1218,3.59223676147461,18,112411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1219,118.18057397460936,18,112415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1220,205.69955341796876,18,112421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1221,0.17179725341796875,18,112424,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1222,3.2620843322753905,18,112425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1223,6.942999859619141,18,112433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1224,0.1733397521972656,18,112439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1225,0.5981348449707031,18,112441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1226,0.08630193481445313,18,112503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1227,3.722551611328124,18,112509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1228,0.6809771423339844,18,112511,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1229,135.0366533691406,18,112515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1230,204.7536893371582,18,112521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1231,2.3123918334960933,18,112525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1232,3.8488800476074223,18,112533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1233,0.17168491210937498,18,112539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1234,0.5129202209472656,18,112541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1235,0.5116424865722656,18,112603,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1236,0.08664409790039063,18,112604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1237,2.0343470642089847,18,112609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1238,0.8533471801757813,18,112611,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1239,62.19236252441406,18,112615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1240,206.67786376953114,18,112621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1241,2.140780670166016,18,112625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1242,6.509075054931638,18,112633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1243,0.4283831481933594,18,112639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1244,0.25712601318359374,18,112641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1245,0.17150789794921872,18,112703,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1246,0.8495946594238282,18,112709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1247,0.3409178894042969,18,112711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1248,87.10264544677737,18,112715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1249,177.6115309387209,18,112721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1250,1.7076648498535156,18,112725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1251,4.447557427978516,18,112733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1252,0.599626708984375,18,112739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1253,0.6858979553222656,18,112741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1254,0.16958944091796874,18,112804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1255,18.50476168823243,18,112809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1256,0.5968306762695313,18,112811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1257,58.504148950195315,18,112815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1258,176.69741295166023,18,112821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1259,0.08608449096679688,18,112824,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1260,1.8854311279296874,18,112825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1261,3.1670452209472657,18,112833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1262,0.42899155883789064,18,112839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1263,0.34357335205078127,18,112841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1264,0.08575198974609376,18,112903,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1265,0.25592808837890624,18,112904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1266,3.116610272216797,18,112909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1267,0.5981986450195313,18,112911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1268,65.09003388671876,18,112915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1269,186.6152492797852,18,112921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1270,0.4304297302246094,18,112925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1271,2.5599574951171875,18,112933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1272,0.4283288208007813,18,112939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1273,0.2576208557128906,18,113003,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1274,0.6783876831054687,18,113009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1275,0.5095274719238282,18,113011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1276,57.620905218505875,18,113015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1277,172.38306295776383,18,113021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1278,1.3682475219726564,18,113025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1279,0.94029853515625,18,113033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1280,0.17201199951171875,18,113039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1281,0.17036734619140625,18,113041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1282,0.17174771728515625,18,113111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1283,47.81884446411132,18,113115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1284,158.1575517822266,18,113121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1285,0.6001577270507812,18,113125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1286,0.4269042114257813,18,113133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1287,0.4277695495605469,18,113139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1288,0.08591675415039063,18,113204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1289,0.33655660400390625,18,113209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1290,0.08516296997070312,18,113211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1291,30.63787541503906,18,113215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1292,106.08510494995109,18,113221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1293,1.711271765136719,18,113225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1294,0.42675299072265627,18,113233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1295,0.08549467163085937,18,113239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1296,0.085125830078125,18,113246,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1297,0.17180373535156251,18,113311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1298,23.139372357177727,18,113315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1299,90.94818029174803,18,113321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1300,1.1148127258300782,18,113325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1301,1.6226353149414063,18,113333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1302,0.085204736328125,18,113339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1303,0.1702435302734375,18,113346,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1304,20.030092138671872,18,113415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1305,83.74229678344726,18,113421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1306,0.2571261901855469,18,113425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1307,0.16899874267578124,18,113433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1308,0.25832799682617186,18,113441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1309,0.4301657592773438,18,113446,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1310,0.08532222900390625,18,113447,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1311,12.342984106445316,18,113515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1312,63.20003401489259,18,113521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1313,3.58952124633789,18,113541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1314,0.08512532348632812,18,113546,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1315,0.08595466918945313,18,120104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1316,0.08648206787109375,18,120111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1317,0.9450938537597655,18,120112,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1318,0.08596904907226563,18,120115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1319,0.5979688293457032,18,120121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1320,338.0339070800783,18,120125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1321,11.633462115478514,18,120133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1322,3.3484491821289057,18,120209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1323,0.7712089477539061,18,120212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1324,3616.800417376706,18,120215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1325,1304.939492144775,18,120221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1326,0.7730300781250001,18,120224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1327,438.1389820922851,18,120225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1328,5.559725238037109,18,120233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1329,24.751329064941405,18,120239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1330,13.964681628417964,18,120241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1331,0.5120285766601563,18,120247,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1332,0.16966963500976562,18,120248,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1333,0.08596403198242188,18,120304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_1334,3.5888649475097654,18,120309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
